producto,marca,dueno,empresa,categoria,precio,precio_lista,precio_referencia,desvio_referencia_pct,estado_referencia,producto_referencia,fuente_referencia,super,local,sku,url
Lomo Canadiense Donna Light SARUBBI (Kg),Sarubbi,Sarubbi,Sarubbi,Carnes y cortes,1130,,,,,,,tiendainglesa,,99643,"https://www.tiendainglesa.com.uy/supermercado/lomo-canadiense-donna-light-sarubbi-kg.producto?99643,,42"
Lomo Sarubbi Ahumado Kg 3066,Sarubbi,Sarubbi,Sarubbi,Carnes y cortes,559,559,,,,,,eldorado,,4957,https://www.eldorado.com.uy/lomo-sarubbi-ahumado-kg-3066/p
Morcilla Salada Premium SARUBBI al vacío x 300 g,Sarubbi,Sarubbi,Sarubbi,Carnes y cortes,174,,,,,,,devoto,,346501,https://www.devoto.com.uy/product/morcilla-salada-premium-sarubbi-al-vacio-x-300-g/346501
Morcilla Salada Premium SARUBBI al vacío x 300 g,Sarubbi,Sarubbi,Sarubbi,Carnes y cortes,174,,,,,,,disco,,346501,https://www.disco.com.uy/product/morcilla-salada-premium-sarubbi-al-vacio-x-300-g/346501
Chorizo Camposur Caprese Al Vacio 1 Kg,Camposur,Competencia,Camposur,Chorizos,589,589,,,,,,tata,,173204,https://www.tata.com.uy/chorizo-camposur-caprese-al-vacio-1-kg-1000592439-173204/p
Chorizo Camposur Con Cheddar Y Panceta Al Vacio 1 Kg,Camposur,Competencia,Camposur,Chorizos,559,559,,,,,,tata,,173207,https://www.tata.com.uy/chorizo-camposur-con-cheddar-y-panceta-al-vacio-1-kg-1000591827-173207/p
Chorizo Camposur Español Al Vacio 1 Kg,Camposur,Competencia,Camposur,Chorizos,649,649,,,,,,tata,,173192,https://www.tata.com.uy/chorizo-camposur-espanol-al-vacio-1-kg-1000592538-173192/p
Chorizo Extra CAMPOSUR al Vacío x 3 Unidades,Camposur,Competencia,Camposur,Chorizos,605,,,,,,,tiendainglesa,,1018531,"https://www.tiendainglesa.com.uy/supermercado/chorizo-extra-camposur-al-vacio-x-3-unidades.producto?1018531,,42"
Chorizo extra x 3 CAMPOSUR,Camposur,Competencia,Camposur,Chorizos,211,,,,,,,devoto,,374156,https://www.devoto.com.uy/product/chorizo-extra-x-3-camposur/374156
Chorizo extra x 3 CAMPOSUR,Camposur,Competencia,Camposur,Chorizos,211,,,,,,,disco,,374156,https://www.disco.com.uy/product/chorizo-extra-x-3-camposur/374156
Chorizo kosher Camposur x 400 g,Camposur,Competencia,Camposur,Chorizos,412,1029,,,,,,devoto,,374151,https://www.devoto.com.uy/product/chorizo-kosher-camposur-x-400-g/374151
Chorizo kosher Camposur x 400 g,Camposur,Competencia,Camposur,Chorizos,412,1029,,,,,,disco,,374151,https://www.disco.com.uy/product/chorizo-kosher-camposur-x-400-g/374151
Chorizo Morrón y Queso CAMPOSUR al vacío x 300 g,Camposur,Competencia,Camposur,Chorizos,197,655,,,,,,geant,,374176,https://www.geant.com.uy/product/chorizo-morron-y-queso-camposur-al-vacio-x-300-g/374176
Chorizo Morrón y Queso CAMPOSUR x 120 g,Camposur,Competencia,Camposur,Chorizos,77,635,,,,,,geant,,374180,https://www.geant.com.uy/product/chorizo-morron-y-queso-camposur-x-120-g/374180
Chorizo Parrillero CAMPOSUR (Kg),Camposur,Competencia,Camposur,Chorizos,460,,,,,,,tiendainglesa,,371510,"https://www.tiendainglesa.com.uy/supermercado/chorizo-parrillero-camposur-kg.producto?371510,,42"
Chorizo Parrillero Camposur Al Vacío 300 g,Camposur,Competencia,Camposur,Chorizos,149.7,499,,,,,,tata,,173183,https://www.tata.com.uy/chorizo-parrillero-camposur-al-vacio-300-g-1000592570-173183/p
Chorizo Parrillero CAMPOSUR al Vacío x 3 Unidades,Camposur,Competencia,Camposur,Chorizos,500,,,,,,,tiendainglesa,,1022139,"https://www.tiendainglesa.com.uy/supermercado/chorizo-parrillero-camposur-al-vacio-x-3-unidades.producto?1022139,,42"
Chorizo Parrillero CAMPOSUR x 120 g,Camposur,Competencia,Camposur,Chorizos,46,379,,,,,,devoto,,374157,https://www.devoto.com.uy/product/chorizo-parrillero-camposur-x-120-g/374157
Chorizo Parrillero CAMPOSUR x 120 g,Camposur,Competencia,Camposur,Chorizos,46,379,,,,,,disco,,374157,https://www.disco.com.uy/product/chorizo-parrillero-camposur-x-120-g/374157
Chorizo Parrillero CAMPOSUR x 120 g,Camposur,Competencia,Camposur,Chorizos,46,379,,,,,,geant,,374157,https://www.geant.com.uy/product/chorizo-parrillero-camposur-x-120-g/374157
Chorizo Queso y Aceituna CAMPOSUR al vacío x 300 g,Camposur,Competencia,Camposur,Chorizos,197,655,,,,,,devoto,,374177,https://www.devoto.com.uy/product/chorizo-queso-y-aceituna-camposur-al-vacio-x-300-g/374177
Chorizo Queso y Aceituna CAMPOSUR al vacío x 300 g,Camposur,Competencia,Camposur,Chorizos,197,655,,,,,,disco,,374177,https://www.disco.com.uy/product/chorizo-queso-y-aceituna-camposur-al-vacio-x-300-g/374177
Chorizos con Cheddar y Morrón CAMPOSUR Envasados al Vacío x 3 Unidades,Camposur,Competencia,Camposur,Chorizos,660,,,,,,,tiendainglesa,,311508,"https://www.tiendainglesa.com.uy/supermercado/chorizos-con-cheddar-y-morron-camposur-envasados-al-vacio-x-3-unidades.producto?311508,,42"
Pack Panceta Ahumada + 3 Chorizos Colorados CAMPOSUR,Camposur,Competencia,Camposur,Chorizos,430,,,,,,,tiendainglesa,,1095666,"https://www.tiendainglesa.com.uy/supermercado/pack-panceta-ahumada-mas-3-chorizos-colorados-camposur.producto?1095666,,42"
Pechito Parrillero de Cerdo CAMPOSUR al Vacío (Kg),Camposur,Competencia,Camposur,Chorizos,539,,,,,,,tiendainglesa,,54345,"https://www.tiendainglesa.com.uy/supermercado/pechito-parrillero-de-cerdo-camposur-al-vacio-kg.producto?54345,,42"
Chorizo Cantimpalos Frescos CATTIVELLI (Kg),Cattivelli,Competencia,Cattivelli,Chorizos,770,,,,,,,tiendainglesa,,3397,"https://www.tiendainglesa.com.uy/supermercado/chorizo-cantimpalos-frescos-cattivelli-kg.producto?3397,,42"
Chorizo Cattivelli Extra Al Vacío 3 U 350 G,Cattivelli,Competencia,Cattivelli,Chorizos,223.65,639,,,,,,tata,,3862,https://www.tata.com.uy/chorizo-cattivelli-extra-al-vacio-3-u-350-g-1000056882-3862/p
Chorizo Cattivelli Extra Kg,Cattivelli,Competencia,Cattivelli,Chorizos,579,579,,,,,,eldorado,,11873,https://www.eldorado.com.uy/chorizo-cattivelli-extra-kg/p
Chorizo Cheddar CATTIVELLI x 3 Unidades,Cattivelli,Competencia,Cattivelli,Chorizos,940,,,,,,,tiendainglesa,,420617,"https://www.tiendainglesa.com.uy/supermercado/chorizo-cheddar-cattivelli-x-3-unidades.producto?420617,,42"
Chorizo Extra Cattivelli 1 Kg,Cattivelli,Competencia,Cattivelli,Chorizos,689,689,,,,,,tata,,173564,https://www.tata.com.uy/chorizo-extra-cattivelli-1-kg-1000582139-173564/p
Chorizo Extra CATTIVELLI al vacío x 400 g,Cattivelli,Competencia,Cattivelli,Chorizos,280,699,,,,,,geant,,331217,https://www.geant.com.uy/product/chorizo-extra-cattivelli-al-vacio-x-400-g/331217
Chorizo Extra CATTIVELLI con Aceitunas y Queso Envasado al Vacío x 3 U...,Cattivelli,Competencia,Cattivelli,Chorizos,860,,,,,,,tiendainglesa,,1012074,"https://www.tiendainglesa.com.uy/supermercado/chorizo-extra-cattivelli-con-aceitunas-y-queso-envasado-al-vacio-x-3-unidades.producto?1012074,,42"
Chorizo Extra CATTIVELLI x 120 g,Cattivelli,Competencia,Cattivelli,Chorizos,72,599,,,,,,devoto,,331218,https://www.devoto.com.uy/product/chorizo-extra-cattivelli-x-120-g/331218
Chorizo Extra CATTIVELLI x 120 g,Cattivelli,Competencia,Cattivelli,Chorizos,72,599,,,,,,disco,,331218,https://www.disco.com.uy/product/chorizo-extra-cattivelli-x-120-g/331218
Chorizo Extra CATTIVELLI x 120 g,Cattivelli,Competencia,Cattivelli,Chorizos,72,599,,,,,,geant,,331218,https://www.geant.com.uy/product/chorizo-extra-cattivelli-x-120-g/331218
Chorizo extra con cheddar al vacío x3 CATTIVELLI,Cattivelli,Competencia,Cattivelli,Chorizos,829,,,,,,,devoto,,331201,https://www.devoto.com.uy/product/chorizo-extra-con-cheddar-al-vacio-x3-cattivelli/331201
Chorizo extra con cheddar al vacío x3 CATTIVELLI,Cattivelli,Competencia,Cattivelli,Chorizos,829,,,,,,,disco,,331201,https://www.disco.com.uy/product/chorizo-extra-con-cheddar-al-vacio-x3-cattivelli/331201
Chorizo Extra Espeto Cattivelli Al Vac 250 G,Cattivelli,Competencia,Cattivelli,Chorizos,182.25,729,,,,,,tata,,3868,https://www.tata.com.uy/chorizo-extra-espeto-cattivelli-al-vac-250-g-3868/p
Chorizo Parrillero Cattivelli 1 Kg,Cattivelli,Competencia,Cattivelli,Chorizos,539,539,,,,,,tata,,173566,https://www.tata.com.uy/chorizo-parrillero-cattivelli-1-kg-1000582140-173566/p
Chorizo parrillero CATTIVELLI A/V x 5,Cattivelli,Competencia,Cattivelli,Chorizos,539,,,,,,,devoto,,331240,https://www.devoto.com.uy/product/chorizo-parrillero-cattivelli-a-v-x-5/331240
Chorizo parrillero CATTIVELLI A/V x 5,Cattivelli,Competencia,Cattivelli,Chorizos,539,,,,,,,disco,,331240,https://www.disco.com.uy/product/chorizo-parrillero-cattivelli-a-v-x-5/331240
Chorizo parrillero CATTIVELLI A/V x 5,Cattivelli,Competencia,Cattivelli,Chorizos,539,,,,,,,geant,,331240,https://www.geant.com.uy/product/chorizo-parrillero-cattivelli-a-v-x-5/331240
Chorizo Parrillero CATTIVELLI al Vacío x 5 Unidades,Cattivelli,Competencia,Cattivelli,Chorizos,370,,,,,,,tiendainglesa,,77157,"https://www.tiendainglesa.com.uy/supermercado/chorizo-parrillero-cattivelli-al-vacio-x-5-unidades.producto?77157,,42"
Chorizo Ruso Corte CATTIVELLI x 50 g,Cattivelli,Competencia,Cattivelli,Chorizos,490,,,,,,,devoto,,331341,https://www.devoto.com.uy/product/chorizo-ruso-corte-cattivelli-x-50-g/331341
Chorizo Ruso Corte CATTIVELLI x 50 g,Cattivelli,Competencia,Cattivelli,Chorizos,490,,,,,,,disco,,331341,https://www.disco.com.uy/product/chorizo-ruso-corte-cattivelli-x-50-g/331341
Chorizo Ruso Corte CATTIVELLI x 50 g,Cattivelli,Competencia,Cattivelli,Chorizos,490,,,,,,,geant,,331341,https://www.geant.com.uy/product/chorizo-ruso-corte-cattivelli-x-50-g/331341
Chorizos Cantimpalos Cattivelli Al Vacío 3 U,Cattivelli,Competencia,Cattivelli,Chorizos,262.44,729,,,,,,tata,,22950,https://www.tata.com.uy/chorizos-cantimpalos-cattivelli-al-vacio-3-u-1000328239-22950/p
Chorizos Cattivelli Extra Al Vacio Aceitunas Y Queso 3 U,Cattivelli,Competencia,Cattivelli,Chorizos,251.26,739,,,,,,tata,,125023,https://www.tata.com.uy/chorizos-cattivelli-extra-al-vacio-aceitunas-y-queso-3-u-125023/p
Chorizos Cattivelli Extra Al Vacio Morron Y Queso 3 U,Cattivelli,Competencia,Cattivelli,Chorizos,243.87,739,,,,,,tata,,125024,https://www.tata.com.uy/chorizos-cattivelli-extra-al-vacio-morron-y-queso-3-u-125024/p
Chorizos Extra CATTIVELLI (Kg),Cattivelli,Competencia,Cattivelli,Chorizos,750,,,,,,,tiendainglesa,,23550,"https://www.tiendainglesa.com.uy/supermercado/chorizos-extra-cattivelli-kg.producto?23550,,42"
Chorizos Extras CATTIVELLI Envasados al Vacío x 3 Unidades,Cattivelli,Competencia,Cattivelli,Chorizos,810,,,,,,,tiendainglesa,,5172,"https://www.tiendainglesa.com.uy/supermercado/chorizos-extras-cattivelli-envasados-al-vacio-x-3-unidades.producto?5172,,42"
Chorizo Centenario Cheddar Bacon 3Un,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,787,787,,,,,,eldorado,,18603,https://www.eldorado.com.uy/chorizo-centenario-cheddar-bacon-3un/p
Chorizo Centenario Extra 3 Un Al Vacio,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,789,789,,,,,,eldorado,,16993,https://www.eldorado.com.uy/chorizo-centenario-extra-3-un-al-vacio/p
Chorizo Centenario Extra Kg,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,747,747,,,,,,eldorado,,13083,https://www.eldorado.com.uy/chorizo-centenario-extra-kg-2/p
Chorizo CENTENARIO Extra XL al Vacío x 2 Unidades,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,340,,,,,,,tiendainglesa,,1017086,"https://www.tiendainglesa.com.uy/supermercado/chorizo-centenario-extra-xl-al-vacio-x-2-unidades.producto?1017086,,42"
Chorizo Cheddar Bacon 3 U,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,279,279,,,,,,tata,,136896,https://www.tata.com.uy/chorizo-cheddar-bacon-3-u-2-136896/p
Chorizo Cheddar Bacon al Vacío CENTENARIO x 3 Unidades,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,319,,,,,,,tiendainglesa,,417422,"https://www.tiendainglesa.com.uy/supermercado/chorizo-cheddar-bacon-al-vacio-centenario-x-3-unidades.producto?417422,,42"
Chorizo Colorado Tipo Español CENTENARIO al Vacío x 3 Unidades,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,310,,,,,,,tiendainglesa,,1004670,"https://www.tiendainglesa.com.uy/supermercado/chorizo-colorado-tipo-espanol-centenario-al-vacio-x-3-unidades.producto?1004670,,42"
Chorizo Extra Ahumado Centenario 3 U,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,279,279,,,,,,tata,,136895,https://www.tata.com.uy/chorizo-extra-ahumado-centenario-3-u-136895/p
Chorizo Extra Ahumado CENTENARIO x 3 Unidades,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,319,,,,,,,tiendainglesa,,412768,"https://www.tiendainglesa.com.uy/supermercado/chorizo-extra-ahumado-centenario-x-3-unidades.producto?412768,,42"
Chorizo Extra Centenario 1 Kg,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,639,639,,,,,,tata,,173681,https://www.tata.com.uy/chorizo-extra-centenario-1-kg-1000581363-173681/p
Chorizo Extra Centenario 3 U,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,279,279,,,,,,tata,,136892,https://www.tata.com.uy/chorizo-extra-centenario-3-u-136892/p
Chorizo Extra CENTENARIO a/v x 3 un.,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,249,,,,,,,devoto,,333837,https://www.devoto.com.uy/product/chorizo-extra-centenario-a-v-x-3-un/333837
Chorizo Extra CENTENARIO a/v x 3 un.,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,249,,,,,,,disco,,333837,https://www.disco.com.uy/product/chorizo-extra-centenario-a-v-x-3-un/333837
Chorizo Extra CENTENARIO a/v x 3 un.,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,249,,,,,,,geant,,333837,https://www.geant.com.uy/product/chorizo-extra-centenario-a-v-x-3-un/333837
Chorizo Extra CENTENARIO xl a/v x 2,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,249,,,,,,,devoto,,333844,https://www.devoto.com.uy/product/chorizo-extra-centenario-xl-a-v-x-2/333844
Chorizo Extra CENTENARIO xl a/v x 2,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,249,,,,,,,disco,,333844,https://www.disco.com.uy/product/chorizo-extra-centenario-xl-a-v-x-2/333844
Chorizo Extra CENTENARIO xl a/v x 2,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,249,,,,,,,geant,,333844,https://www.geant.com.uy/product/chorizo-extra-centenario-xl-a-v-x-2/333844
Chorizo Extra Espeto CENTENARIO 6 Unidades,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,310,,,,,,,tiendainglesa,,1002414,"https://www.tiendainglesa.com.uy/supermercado/chorizo-extra-espeto-centenario-6-unidades.producto?1002414,,42"
Chorizo extra sin sal a/ v x 2 CENTENARIO,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,209,,,,,,,devoto,,333846,https://www.devoto.com.uy/product/chorizo-extra-sin-sal-a-v-x-2-centenario/333846
Chorizo extra sin sal a/ v x 2 CENTENARIO,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,209,,,,,,,disco,,333846,https://www.disco.com.uy/product/chorizo-extra-sin-sal-a-v-x-2-centenario/333846
Chorizo extra sin sal a/ v x 2 CENTENARIO,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,209,,,,,,,geant,,333846,https://www.geant.com.uy/product/chorizo-extra-sin-sal-a-v-x-2-centenario/333846
Chorizo Puro Cerdo Centenario Al Vacío 10 U 1.2 Kg,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,549,549,,,,,,tata,,3864,https://www.tata.com.uy/chorizo-puro-cerdo-centenario-al-vacio-10-u-1-2-kg-1000056879-3864/p
Chorizo Puro De Cerdo Centenario 3 U,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,219,219,,,,,,tata,,136894,https://www.tata.com.uy/chorizo-puro-de-cerdo-centenario-3-u-136894/p
Chorizos Centenario Extra Xl Al Vacio x 2U,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,278,299,,,,,,tata,,154805,https://www.tata.com.uy/chorizos-centenario-extra-xl-al-vacio-x-2u-154805/p
Chorizos Extra CENTENARIO (Kg),Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,780,,,,,,,tiendainglesa,,3010,"https://www.tiendainglesa.com.uy/supermercado/chorizos-extra-centenario-kg.producto?3010,,42"
Chorizos Extra CENTENARIO sin Sal al Vacío (2 un.),Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,199,,,,,,,tiendainglesa,,86555,"https://www.tiendainglesa.com.uy/supermercado/chorizos-extra-centenario-sin-sal-al-vacio-2-un..producto?86555,,42"
Chorizos Extra CENTENARIO x 3 Unidades,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,319,,,,,,,tiendainglesa,,412770,"https://www.tiendainglesa.com.uy/supermercado/chorizos-extra-centenario-x-3-unidades.producto?412770,,42"
Chorizos Mix Degustación CENTENARIO,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,590,,,,,,,tiendainglesa,,420400,"https://www.tiendainglesa.com.uy/supermercado/chorizos-mix-degustacion-centenario.producto?420400,,42"
Pack Olla 2 Chorizos Ahumados CENTENARIO + 1 Trozo de Panceta,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,399,,,,,,,tiendainglesa,,386059,"https://www.tiendainglesa.com.uy/supermercado/pack-olla-2-chorizos-ahumados-centenario-mas-1-trozo-de-panceta.producto?386059,,42"
Pack Parrilla 3 Chorizos Puro Cerdo + 2 Morcillas Saladas Centenario,Alimentos Centenario,Competencia,Alimentos Centenario,Chorizos,339,339,,,,,,tata,,172042,https://www.tata.com.uy/pack-parrilla-3-chorizos-puro-cerdo---2-morcillas-saladas-centenario-1000582125-172042/p
Chorizo Colorado En Rueda La Constancia 1 Kg,La Constancia,Competencia,La Constancia,Chorizos,489,489,,,,,,tata,,3875,https://www.tata.com.uy/chorizo-colorado-en-rueda-la-constancia-1-kg-3875/p
Chorizo Extra La Constancia 3 Ud,La Constancia,Competencia,La Constancia,Chorizos,219,219,,,,,,tata,,164707,https://www.tata.com.uy/chorizo-extra-la-constancia-3-ud-164707/p
Chorizo Extra La Constancia En Rueda 1 Kg,La Constancia,Competencia,La Constancia,Chorizos,449,449,,,,,,tata,,172490,https://www.tata.com.uy/chorizo-extra-la-constancia-en-rueda-1-kg-1000581364-172490/p
Chorizo Extra LA CONSTANCIA x 120g,La Constancia,Competencia,La Constancia,Chorizos,62,515,,,,,,devoto,,372842,https://www.devoto.com.uy/product/chorizo-extra-la-constancia-x-120g/372842
Chorizo Extra LA CONSTANCIA x 120g,La Constancia,Competencia,La Constancia,Chorizos,62,515,,,,,,disco,,372842,https://www.disco.com.uy/product/chorizo-extra-la-constancia-x-120g/372842
Chorizo LA CONSTANCIA al vacío x 3 un. kg,La Constancia,Competencia,La Constancia,Chorizos,200,569,,,,,,devoto,,331291,https://www.devoto.com.uy/product/chorizo-la-constancia-al-vacio-x-3-un-kg/331291
Chorizo LA CONSTANCIA al vacío x 3 un. kg,La Constancia,Competencia,La Constancia,Chorizos,200,569,,,,,,disco,,331291,https://www.disco.com.uy/product/chorizo-la-constancia-al-vacio-x-3-un-kg/331291
Chorizo La Constancia Casa Fuerte A/V Kg,La Constancia,Competencia,La Constancia,Chorizos,349,349,,,,,,eldorado,,53157,https://www.eldorado.com.uy/chorizo-la-constancia-casa-fuerte-a-v-kg/p
Chorizo La Constancia En Rueda Colorado Tripa Natural,La Constancia,Competencia,La Constancia,Chorizos,434,434,,,,,,eldorado,,13856,https://www.eldorado.com.uy/chorizo-la-constancia-en-rueda-colorado-tripa-natural/p
Chorizos LA CONSTANCIA Envasado al Vacío x 2 Unidades,La Constancia,Competencia,La Constancia,Chorizos,555,,,,,,,tiendainglesa,,26733,"https://www.tiendainglesa.com.uy/supermercado/chorizos-la-constancia-envasado-al-vacio-x-2-unidades.producto?26733,,42"
Pechito parrillero cerdo al vacío LA CONSTANCIA x 500 g,La Constancia,Competencia,La Constancia,Chorizos,243,,,,,,,devoto,,341565,https://www.devoto.com.uy/product/pechito-parrillero-cerdo-al-vacio-la-constancia-x-500-g/341565
Pechito parrillero cerdo al vacío LA CONSTANCIA x 500 g,La Constancia,Competencia,La Constancia,Chorizos,243,,,,,,,disco,,341565,https://www.disco.com.uy/product/pechito-parrillero-cerdo-al-vacio-la-constancia-x-500-g/341565
Chorizo Español OTTONELLO Envasado al Vacío x 2 Unidades,Ottonello,Competencia,Ottonello,Chorizos,780,,,,,,,tiendainglesa,,33075,"https://www.tiendainglesa.com.uy/supermercado/chorizo-espanol-ottonello-envasado-al-vacio-x-2-unidades.producto?33075,,42"
Chorizo Extra Cheddar Ottonello 380 G,Ottonello,Competencia,Ottonello,Chorizos,259,259,,,,,,tata,,164704,https://www.tata.com.uy/chorizo-extra-cheddar-ottonello-380-g-164704/p
Chorizo Extra con Cheddar OTTONELLO x 3 un.,Ottonello,Competencia,Ottonello,Chorizos,229,,,,,,,geant,,337003,https://www.geant.com.uy/product/chorizo-extra-con-cheddar-ottonello-x-3-un/337003
Chorizo Extra con Queso Ahumado OTTONELLO x 3 un.,Ottonello,Competencia,Ottonello,Chorizos,229,,,,,,,devoto,,337004,https://www.devoto.com.uy/product/chorizo-extra-con-queso-ahumado-ottonello-x-3-un/337004
Chorizo Extra con Queso Ahumado OTTONELLO x 3 un.,Ottonello,Competencia,Ottonello,Chorizos,229,,,,,,,disco,,337004,https://www.disco.com.uy/product/chorizo-extra-con-queso-ahumado-ottonello-x-3-un/337004
Chorizo Extra con Queso Ahumado OTTONELLO x 3 un.,Ottonello,Competencia,Ottonello,Chorizos,229,,,,,,,geant,,337004,https://www.geant.com.uy/product/chorizo-extra-con-queso-ahumado-ottonello-x-3-un/337004
Chorizo Extra con Queso OTTONELLO x 3 un.,Ottonello,Competencia,Ottonello,Chorizos,229,,,,,,,devoto,,337002,https://www.devoto.com.uy/product/chorizo-extra-con-queso-ottonello-x-3-un/337002
